asin,product_title,product_price,product_original_price,product_star_rating,product_num_ratings,is_amazon_choice,is_best_seller,sales_volume,discount,brand,product_url,date,week,unit_price,sub_category_name,rank,product_photo
B06XH8BLS8,"Keurig Pods Reduces Flavor Carry Over, Compatible Classic/1.0 & 2.0 K-Cup Coffee Makers",6.98,8.79,4.7,4103,TRUE,FALSE,2K+ bought in past month,20.59,,https://www.amazon.com/dp/B06XH8BLS8,2025-09-18,38,$0.70,Coffee & Espresso Machine Cleaning Products,49,
B09LVYZZKS,"Quick & Clean 4-Pack of Cleaning Cups with Descaler Bundle (2 Total Uses) - 2.0 Compatible, Descaling Solution for Keurig, Nespresso, Ninja, Delonghi, All Coffee and Espresso Machines",14.99,14.99,4.4,1790,FALSE,FALSE,1K+ bought in past month,,Quick &amp; Clean,https://www.amazon.com/dp/B09LVYZZKS,2025-09-18,38,$1.87,Coffee & Espresso Machine Cleaning Products,42,
B08M4GYGSQ,"Keurig Compatible Cleaning Pods. 8 Rinse Pods Cleaner Kit. Eco Friendly, Removes Stale Coffee Residue & Stains. Keurig 1.0 & 2.0 Coffee Makers.",9.99,9.99,4.5,7607,TRUE,FALSE,1K+ bought in past month,,Caffenu,https://www.amazon.com/dp/B08M4GYGSQ,2025-09-18,38,$8.92,Coffee & Espresso Machine Cleaning Products,56,
B07FZXDKXF,"Essential Values Compatible with Keurig Descaling Solution Rinse Pods 10-Pack - Descaler for Coffee Machines, Pot Kit - Coffee Maker Cleaner Filter Pods",9.99,9.99,4.3,1894,TRUE,FALSE,300+ bought in past month,,Essential Values,https://www.amazon.com/dp/B07FZXDKXF,2025-09-18,38,$1.00,Coffee & Espresso Machine Cleaning Products,75,
B07V3946XL,"Keurig 3-Month Brewer Maintenance Kit Includes Descaling Solution, Water Filter Cartridges & Rinse Pods, Compatible Classic/1.0 & 2.0 K-Cup Coffee Makers, 7 Count",14.98,21.99,4.5,35211,FALSE,FALSE,10K+ bought in past month,31.88,Keurig,https://www.amazon.com/dp/B07V3946XL,2025-09-19,38,N/A,Coffee & Espresso Machine Cleaning Products,3,
B074CK3QSH,"Quick & Clean [6-Pack] Keurig Cleaning Pods - K Cup Cleaner Pod For Keurig - 2.0 Coffee Machine Compatible, Removes Stains, Non-Toxic and Eco-Friendly",9.99,9.99,4.5,60576,TRUE,FALSE,10K+ bought in past month,,Quick &amp; Clean,https://www.amazon.com/dp/B074CK3QSH,2025-09-19,38,$1.67,Coffee & Espresso Machine Cleaning Products,4,
B004JV8ZUS,"Keurig Water Filter Refill Cartridges, Replacement Water Filter Cartridges, Compatible with 2.0 K-Cup Pod Coffee Makers, 6 Count",14.44,16.99,4.8,15521,TRUE,FALSE,4K+ bought in past month,15.01,Keurig,https://www.amazon.com/dp/B004JV8ZUS,2025-09-19,38,$2.41,Disposable Coffee Filters,20,
B06X16S1HZ,"Affresh Coffee Maker Cleaner, Works with Multi-cup and Single-serve Brewers, 3 Tablets",8.78,8.78,4.5,16144,FALSE,FALSE,5K+ bought in past month,,Affresh,https://www.amazon.com/dp/B06X16S1HZ,2025-09-19,38,$2.93,Coffee & Espresso Machine Cleaning Products,12,
B07TSQWS3F,"Keurig Brewer Cleanse Kit For Maintenance Includes Descaling Solution & Rinse Pods, Compatible with Keurig Classic/1.0 & 2.0 K-Cup Pod Coffee Makers, 4 Count",14.99,16.99,4.4,9392,FALSE,FALSE,4K+ bought in past month,11.77,Keurig,https://www.amazon.com/dp/B07TSQWS3F,2025-09-19,38,$1.07,Coffee & Espresso Machine Cleaning Products,14,
B07JMK6G59,Keurig Compatible Descaling Solution and Keurig Cleaner Pods. Removes Limescale & Cleans Pod Area. Better Tasting & Hotter Coffee. 4 Uses of Descaler & Cleaner.,14.99,14.99,4.2,9022,TRUE,FALSE,700+ bought in past month,,Caffenu,https://www.amazon.com/dp/B07JMK6G59,2025-09-19,38,$2.22,Coffee & Espresso Machine Cleaning Products,40,
B06XH8BLS8,"Keurig Pods Reduces Flavor Carry Over, Compatible Classic/1.0 & 2.0 K-Cup Coffee Makers",6.98,8.79,4.7,4103,TRUE,FALSE,2K+ bought in past month,20.59,,https://www.amazon.com/dp/B06XH8BLS8,2025-09-19,38,$0.70,Coffee & Espresso Machine Cleaning Products,37,
B09LVYZZKS,"Quick & Clean 4-Pack of Cleaning Cups with Descaler Bundle (2 Total Uses) - 2.0 Compatible, Descaling Solution for Keurig, Nespresso, Ninja, Delonghi, All Coffee and Espresso Machines",14.99,14.99,4.4,1790,FALSE,FALSE,1K+ bought in past month,,Quick &amp; Clean,https://www.amazon.com/dp/B09LVYZZKS,2025-09-19,38,$1.87,Coffee & Espresso Machine Cleaning Products,43,
B08M4GYGSQ,"Keurig Compatible Cleaning Pods. 8 Rinse Pods Cleaner Kit. Eco Friendly, Removes Stale Coffee Residue & Stains. Keurig 1.0 & 2.0 Coffee Makers.",9.99,9.99,4.5,7607,TRUE,FALSE,1K+ bought in past month,,Caffenu,https://www.amazon.com/dp/B08M4GYGSQ,2025-09-19,38,$8.92,Coffee & Espresso Machine Cleaning Products,56,
B07FZXDKXF,"Essential Values Compatible with Keurig Descaling Solution Rinse Pods 10-Pack - Descaler for Coffee Machines, Pot Kit - Coffee Maker Cleaner Filter Pods",9.99,9.99,4.3,1894,TRUE,FALSE,300+ bought in past month,,Essential Values,https://www.amazon.com/dp/B07FZXDKXF,2025-09-19,38,$1.00,Coffee & Espresso Machine Cleaning Products,74,
B07V3946XL,"Keurig 3-Month Brewer Maintenance Kit Includes Descaling Solution, Water Filter Cartridges & Rinse Pods, Compatible Classic/1.0 & 2.0 K-Cup Coffee Makers, 7 Count",14.98,21.99,4.5,35265,FALSE,FALSE,10K+ bought in past month,31.88,Keurig,https://www.amazon.com/dp/B07V3946XL,2025-09-22,39,N/A,Coffee & Espresso Machine Cleaning Products,3,
B074CK3QSH,"Quick & Clean [6-Pack] Keurig Cleaning Pods - K Cup Cleaner Pod For Keurig - 2.0 Coffee Machine Compatible, Removes Stains, Non-Toxic and Eco-Friendly",9.99,9.99,4.5,60618,TRUE,FALSE,10K+ bought in past month,,Quick &amp; Clean,https://www.amazon.com/dp/B074CK3QSH,2025-09-22,39,$1.67,Coffee & Espresso Machine Cleaning Products,4,
B004JV8ZUS,"Keurig Water Filter Refill Cartridges, Replacement Water Filter Cartridges, Compatible with 2.0 K-Cup Pod Coffee Makers, 6 Count",14.44,16.99,4.8,15532,TRUE,FALSE,4K+ bought in past month,15.01,Keurig,https://www.amazon.com/dp/B004JV8ZUS,2025-09-22,39,$2.41,Disposable Coffee Filters,18,
B06X16S1HZ,"Affresh Coffee Maker Cleaner, Works with Multi-cup and Single-serve Brewers, 3 Tablets",8.78,8.78,4.5,16151,FALSE,FALSE,5K+ bought in past month,,Affresh,https://www.amazon.com/dp/B06X16S1HZ,2025-09-22,39,$2.93,Coffee & Espresso Machine Cleaning Products,11,
B07TSQWS3F,"Keurig Brewer Cleanse Kit For Maintenance Includes Descaling Solution & Rinse Pods, Compatible with Keurig Classic/1.0 & 2.0 K-Cup Pod Coffee Makers, 4 Count",14.99,16.99,4.4,9402,FALSE,FALSE,4K+ bought in past month,11.77,Keurig,https://www.amazon.com/dp/B07TSQWS3F,2025-09-22,39,$1.07,Coffee & Espresso Machine Cleaning Products,17,
B07JMK6G59,Keurig Compatible Descaling Solution and Keurig Cleaner Pods. Removes Limescale & Cleans Pod Area. Better Tasting & Hotter Coffee. 4 Uses of Descaler & Cleaner.,14.99,14.99,4.2,9030,TRUE,FALSE,1K+ bought in past month,,Caffenu,https://www.amazon.com/dp/B07JMK6G59,2025-09-22,39,$2.22,Coffee & Espresso Machine Cleaning Products,35,
B06XH8BLS8,"Keurig Pods Reduces Flavor Carry Over, Compatible Classic/1.0 & 2.0 K-Cup Coffee Makers",6.98,8.79,4.7,4106,TRUE,FALSE,2K+ bought in past month,20.59,,https://www.amazon.com/dp/B06XH8BLS8,2025-09-22,39,$0.70,Coffee & Espresso Machine Cleaning Products,31,
B09LVYZZKS,"Quick & Clean 4-Pack of Cleaning Cups with Descaler Bundle (2 Total Uses) - 2.0 Compatible, Descaling Solution for Keurig, Nespresso, Ninja, Delonghi, All Coffee and Espresso Machines",14.99,14.99,4.4,1791,FALSE,FALSE,1K+ bought in past month,,Quick &amp; Clean,https://www.amazon.com/dp/B09LVYZZKS,2025-09-22,39,$1.87,Coffee & Espresso Machine Cleaning Products,47,
B08M4GYGSQ,"Keurig Compatible Cleaning Pods. 8 Rinse Pods Cleaner Kit. Eco Friendly, Removes Stale Coffee Residue & Stains. Keurig 1.0 & 2.0 Coffee Makers.",9.99,9.99,4.5,7613,TRUE,FALSE,1K+ bought in past month,,Caffenu,https://www.amazon.com/dp/B08M4GYGSQ,2025-09-22,39,$8.92,Coffee & Espresso Machine Cleaning Products,57,
B07FZXDKXF,"Essential Values Compatible with Keurig Descaling Solution Rinse Pods 10-Pack - Descaler for Coffee Machines, Pot Kit - Coffee Maker Cleaner Filter Pods",9.99,9.99,4.3,1894,TRUE,FALSE,400+ bought in past month,,Essential Values,https://www.amazon.com/dp/B07FZXDKXF,2025-09-22,39,$1.00,Coffee & Espresso Machine Cleaning Products,63,
B07V3946XL,"Keurig 3-Month Brewer Maintenance Kit Includes Descaling Solution, Water Filter Cartridges & Rinse Pods, Compatible Classic/1.0 & 2.0 K-Cup Coffee Makers, 7 Count",14.98,21.99,4.5,35285,FALSE,FALSE,10K+ bought in past month,31.88,Keurig,https://www.amazon.com/dp/B07V3946XL,2025-09-23,39,N/A,Coffee & Espresso Machine Cleaning Products,3,
B074CK3QSH,"Quick & Clean [6-Pack] Keurig Cleaning Pods - K Cup Cleaner Pod For Keurig - 2.0 Coffee Machine Compatible, Removes Stains, Non-Toxic and Eco-Friendly",9.99,9.99,4.5,60635,FALSE,FALSE,10K+ bought in past month,,Quick &amp; Clean,https://www.amazon.com/dp/B074CK3QSH,2025-09-23,39,$1.67,Coffee & Espresso Machine Cleaning Products,4,
B004JV8ZUS,"Keurig Water Filter Refill Cartridges, Replacement Water Filter Cartridges, Compatible with 2.0 K-Cup Pod Coffee Makers, 6 Count",16.99,16.99,4.8,15536,TRUE,FALSE,4K+ bought in past month,,Keurig,https://www.amazon.com/dp/B004JV8ZUS,2025-09-23,39,$2.83,Disposable Coffee Filters,18,
B06X16S1HZ,"Affresh Coffee Maker Cleaner, Works with Multi-cup and Single-serve Brewers, 3 Tablets",8.78,8.78,4.5,16156,FALSE,FALSE,5K+ bought in past month,,Affresh,https://www.amazon.com/dp/B06X16S1HZ,2025-09-23,39,$2.93,Coffee & Espresso Machine Cleaning Products,11,
B07TSQWS3F,"Keurig Brewer Cleanse Kit For Maintenance Includes Descaling Solution & Rinse Pods, Compatible with Keurig Classic/1.0 & 2.0 K-Cup Pod Coffee Makers, 4 Count",14.99,16.99,4.4,9409,FALSE,FALSE,4K+ bought in past month,11.77,Keurig,https://www.amazon.com/dp/B07TSQWS3F,2025-09-23,39,$1.07,Coffee & Espresso Machine Cleaning Products,19,
B07JMK6G59,Keurig Compatible Descaling Solution and Keurig Cleaner Pods. Removes Limescale & Cleans Pod Area. Better Tasting & Hotter Coffee. 4 Uses of Descaler & Cleaner.,14.99,14.99,4.2,9032,TRUE,FALSE,1K+ bought in past month,,Caffenu,https://www.amazon.com/dp/B07JMK6G59,2025-09-23,39,$2.22,Coffee & Espresso Machine Cleaning Products,36,
B06XH8BLS8,"Keurig Pods Reduces Flavor Carry Over, Compatible Classic/1.0 & 2.0 K-Cup Coffee Makers",6.98,8.79,4.7,4110,TRUE,FALSE,2K+ bought in past month,20.59,,https://www.amazon.com/dp/B06XH8BLS8,2025-09-23,39,$0.70,Coffee & Espresso Machine Cleaning Products,28,
B09LVYZZKS,"Quick & Clean 4-Pack of Cleaning Cups with Descaler Bundle (2 Total Uses) - 2.0 Compatible, Descaling Solution for Keurig, Nespresso, Ninja, Delonghi, All Coffee and Espresso Machines",14.99,14.99,4.4,1792,FALSE,FALSE,1K+ bought in past month,,Quick &amp; Clean,https://www.amazon.com/dp/B09LVYZZKS,2025-09-23,39,$1.87,Coffee & Espresso Machine Cleaning Products,48,
B08M4GYGSQ,"Keurig Compatible Cleaning Pods. 8 Rinse Pods Cleaner Kit. Eco Friendly, Removes Stale Coffee Residue & Stains. Keurig 1.0 & 2.0 Coffee Makers.",9.99,9.99,4.5,7613,TRUE,FALSE,1K+ bought in past month,,Caffenu,https://www.amazon.com/dp/B08M4GYGSQ,2025-09-23,39,$8.92,Coffee & Espresso Machine Cleaning Products,59,
B07FZXDKXF,"Essential Values Compatible with Keurig Descaling Solution Rinse Pods 10-Pack - Descaler for Coffee Machines, Pot Kit - Coffee Maker Cleaner Filter Pods",9.99,9.99,4.3,1894,TRUE,FALSE,400+ bought in past month,,Essential Values,https://www.amazon.com/dp/B07FZXDKXF,2025-09-23,39,$1.00,Coffee & Espresso Machine Cleaning Products,66,
B07V3946XL,"Keurig 3-Month Brewer Maintenance Kit Includes Descaling Solution, Water Filter Cartridges & Rinse Pods, Compatible Classic/1.0 & 2.0 K-Cup Coffee Makers, 7 Count",14.98,21.99,4.5,35298,FALSE,FALSE,10K+ bought in past month,31.88,Keurig,https://www.amazon.com/dp/B07V3946XL,2025-09-25,39,N/A,Coffee & Espresso Machine Cleaning Products,3,
B074CK3QSH,"Quick & Clean [6-Pack] Keurig Cleaning Pods - K Cup Cleaner Pod For Keurig - 2.0 Coffee Machine Compatible, Removes Stains, Non-Toxic and Eco-Friendly",9.99,9.99,4.5,60643,FALSE,FALSE,10K+ bought in past month,,Quick &amp; Clean,https://www.amazon.com/dp/B074CK3QSH,2025-09-25,39,$1.67,Coffee & Espresso Machine Cleaning Products,4,
B004JV8ZUS,"Keurig Water Filter Refill Cartridges, Replacement Water Filter Cartridges, Compatible with 2.0 K-Cup Pod Coffee Makers, 6 Count",16.99,16.99,4.8,15536,TRUE,FALSE,4K+ bought in past month,,Keurig,https://www.amazon.com/dp/B004JV8ZUS,2025-09-25,39,$2.83,Disposable Coffee Filters,18,
B06X16S1HZ,"Affresh Coffee Maker Cleaner, Works with Multi-cup and Single-serve Brewers, 3 Tablets",8.78,8.78,4.5,16156,FALSE,FALSE,5K+ bought in past month,,Affresh,https://www.amazon.com/dp/B06X16S1HZ,2025-09-25,39,$2.93,Coffee & Espresso Machine Cleaning Products,11,
B07TSQWS3F,"Keurig Brewer Cleanse Kit For Maintenance Includes Descaling Solution & Rinse Pods, Compatible with Keurig Classic/1.0 & 2.0 K-Cup Pod Coffee Makers, 4 Count",14.99,16.99,4.4,9410,FALSE,FALSE,4K+ bought in past month,11.77,Keurig,https://www.amazon.com/dp/B07TSQWS3F,2025-09-25,39,$1.07,Coffee & Espresso Machine Cleaning Products,19,
B07JMK6G59,Keurig Compatible Descaling Solution and Keurig Cleaner Pods. Removes Limescale & Cleans Pod Area. Better Tasting & Hotter Coffee. 4 Uses of Descaler & Cleaner.,14.99,14.99,4.2,9035,TRUE,FALSE,1K+ bought in past month,,Caffenu,https://www.amazon.com/dp/B07JMK6G59,2025-09-25,39,$2.22,Coffee & Espresso Machine Cleaning Products,36,
B06XH8BLS8,"Keurig Pods Reduces Flavor Carry Over, Compatible Classic/1.0 & 2.0 K-Cup Coffee Makers",6.98,8.79,4.7,4111,TRUE,FALSE,2K+ bought in past month,20.59,,https://www.amazon.com/dp/B06XH8BLS8,2025-09-25,39,$0.70,Coffee & Espresso Machine Cleaning Products,28,
B09LVYZZKS,"Quick & Clean 4-Pack of Cleaning Cups with Descaler Bundle (2 Total Uses) - 2.0 Compatible, Descaling Solution for Keurig, Nespresso, Ninja, Delonghi, All Coffee and Espresso Machines",14.99,14.99,4.4,1794,FALSE,FALSE,1K+ bought in past month,,Quick &amp; Clean,https://www.amazon.com/dp/B09LVYZZKS,2025-09-25,39,$1.87,Coffee & Espresso Machine Cleaning Products,48,
B08M4GYGSQ,"Keurig Compatible Cleaning Pods. 8 Rinse Pods Cleaner Kit. Eco Friendly, Removes Stale Coffee Residue & Stains. Keurig 1.0 & 2.0 Coffee Makers.",9.99,9.99,4.5,7615,TRUE,FALSE,1K+ bought in past month,,Caffenu,https://www.amazon.com/dp/B08M4GYGSQ,2025-09-25,39,$8.92,Coffee & Espresso Machine Cleaning Products,59,
B07FZXDKXF,"Essential Values Compatible with Keurig Descaling Solution Rinse Pods 10-Pack - Descaler for Coffee Machines, Pot Kit - Coffee Maker Cleaner Filter Pods",9.99,9.99,4.3,1894,TRUE,FALSE,500+ bought in past month,,Essential Values,https://www.amazon.com/dp/B07FZXDKXF,2025-09-25,39,$1.00,Coffee & Espresso Machine Cleaning Products,66,
B07V3946XL,"Keurig 3-Month Brewer Maintenance Kit Includes Descaling Solution, Water Filter Cartridges & Rinse Pods, Compatible Classic/1.0 & 2.0 K-Cup Coffee Makers, 7 Count",14.98,21.99,4.5,35306,TRUE,FALSE,10K+ bought in past month,31.88,Keurig,https://www.amazon.com/dp/B07V3946XL,2025-09-25,39,N/A,Coffee & Espresso Machine Cleaning Products,3,
B074CK3QSH,"Quick & Clean [6-Pack] Keurig Cleaning Pods - K Cup Cleaner Pod For Keurig - 2.0 Coffee Machine Compatible, Removes Stains, Non-Toxic and Eco-Friendly",9.99,9.99,4.5,60647,FALSE,FALSE,10K+ bought in past month,,Quick &amp; Clean,https://www.amazon.com/dp/B074CK3QSH,2025-09-25,39,$1.67,Coffee & Espresso Machine Cleaning Products,4,
B004JV8ZUS,"Keurig Water Filter Refill Cartridges, Replacement Water Filter Cartridges, Compatible with 2.0 K-Cup Pod Coffee Makers, 6 Count",16.99,16.99,4.8,15543,TRUE,FALSE,4K+ bought in past month,,Keurig,https://www.amazon.com/dp/B004JV8ZUS,2025-09-25,39,$2.83,Disposable Coffee Filters,24,
B06X16S1HZ,"Affresh Coffee Maker Cleaner, Works with Multi-cup and Single-serve Brewers, 3 Tablets",8.78,8.78,4.5,16157,FALSE,FALSE,5K+ bought in past month,,Affresh,https://www.amazon.com/dp/B06X16S1HZ,2025-09-25,39,$2.93,Coffee & Espresso Machine Cleaning Products,11,
B07TSQWS3F,"Keurig Brewer Cleanse Kit For Maintenance Includes Descaling Solution & Rinse Pods, Compatible with Keurig Classic/1.0 & 2.0 K-Cup Pod Coffee Makers, 4 Count",14.99,16.99,4.4,9412,FALSE,FALSE,4K+ bought in past month,11.77,Keurig,https://www.amazon.com/dp/B07TSQWS3F,2025-09-25,39,$1.07,Coffee & Espresso Machine Cleaning Products,18,
B07JMK6G59,Keurig Compatible Descaling Solution and Keurig Cleaner Pods. Removes Limescale & Cleans Pod Area. Better Tasting & Hotter Coffee. 4 Uses of Descaler & Cleaner.,14.99,14.99,4.2,9037,TRUE,FALSE,1K+ bought in past month,,Caffenu,https://www.amazon.com/dp/B07JMK6G59,2025-09-25,39,$2.22,Coffee & Espresso Machine Cleaning Products,37,
B06XH8BLS8,"Keurig Pods Reduces Flavor Carry Over, Compatible Classic/1.0 & 2.0 K-Cup Coffee Makers",6.98,8.79,4.7,4111,TRUE,FALSE,2K+ bought in past month,20.59,Keurig,https://www.amazon.com/dp/B06XH8BLS8,2025-09-25,39,$0.70,Coffee & Espresso Machine Cleaning Products,24,
B09LVYZZKS,"Quick & Clean 4-Pack of Cleaning Cups with Descaler Bundle (2 Total Uses) - 2.0 Compatible, Descaling Solution for Keurig, Nespresso, Ninja, Delonghi, All Coffee and Espresso Machines",14.99,14.99,4.4,1794,FALSE,FALSE,1K+ bought in past month,,Quick &amp; Clean,https://www.amazon.com/dp/B09LVYZZKS,2025-09-25,39,$1.87,Coffee & Espresso Machine Cleaning Products,50,
B08M4GYGSQ,"Keurig Compatible Cleaning Pods. 8 Rinse Pods Cleaner Kit. Eco Friendly, Removes Stale Coffee Residue & Stains. Keurig 1.0 & 2.0 Coffee Makers.",9.99,9.99,4.4,7618,TRUE,FALSE,1K+ bought in past month,,Caffenu,https://www.amazon.com/dp/B08M4GYGSQ,2025-09-25,39,$8.92,Coffee & Espresso Machine Cleaning Products,56,
B07FZXDKXF,"Essential Values Compatible with Keurig Descaling Solution Rinse Pods 10-Pack - Descaler for Coffee Machines, Pot Kit - Coffee Maker Cleaner Filter Pods",9.99,9.99,4.3,1894,TRUE,FALSE,500+ bought in past month,,Essential Values,https://www.amazon.com/dp/B07FZXDKXF,2025-09-25,39,$1.00,Coffee & Espresso Machine Cleaning Products,61,
B07V3946XL,,,,,,,,,,,,2025-09-25,39,N/A,Not Available,Not Available,
B074CK3QSH,"Quick & Clean [6-Pack] Keurig Cleaning Pods - K Cup Cleaner Pod For Keurig - 2.0 Coffee Machine Compatible, Removes Stains, Non-Toxic and Eco-Friendly",9.99,9.99,4.5,60648,FALSE,FALSE,10K+ bought in past month,,Quick &amp; Clean,https://www.amazon.com/dp/B074CK3QSH,2025-09-25,39,$1.67,Coffee & Espresso Machine Cleaning Products,4,https://m.media-amazon.com/images/I/81unHNQy5aL._AC_SL1500_.jpg
B004JV8ZUS,"Keurig Water Filter Refill Cartridges, Replacement Water Filter Cartridges, Compatible with 2.0 K-Cup Pod Coffee Makers, 6 Count",16.99,16.99,4.8,15543,TRUE,FALSE,4K+ bought in past month,,Keurig,https://www.amazon.com/dp/B004JV8ZUS,2025-09-25,39,$2.83,Disposable Coffee Filters,24,https://m.media-amazon.com/images/I/51gWsraLh4L._AC_SL1500_.jpg
